query_id,query,recall_at_top100,num_relevant_chunks,num_total_candidates,std_norm_top100,entropy_norm_top100,slope_norm_top100,top_vs_rest_ratio_top100,section_diversity_top100,query_token_len,num_top_candidates
0,Jaký je účel bezpečnostní zprávy reaktoru VR-1?,1.0,3,100,0.20223881182926176,4.230218818173142,-0.0063614184754830555,4.630890210831727,0.85,7,100
1,Kdo je statutárním zástupcem provozovatele reaktoru VR-1?,1.0,1,100,0.17287416159357427,4.143660292852301,-0.005010639593189216,6.518819596598504,0.86,7,100
2,Kde se přesně nachází pracoviště reaktoru VR-1?,1.0,2,100,0.2009416734162359,4.127537986571697,-0.005961284184832881,5.555995844325964,0.87,7,100
3,Jaké byly hlavní milníky při výstavbě a spouštění reaktoru VR-1?,1.0,4,100,0.2208688038010722,4.0801726425909814,-0.006330405730551528,5.469725486790289,0.76,10,100
4,Jaký je rozdíl mezi nádobami H01 a H02?,1.0,4,100,0.2592731899698428,4.15191153398254,-0.00825024956693416,3.89220811948375,0.77,8,100
5,Jaké funkce zajišťuje ovládací zařízení reaktoru?,0.6666666666666666,3,100,0.20242668232376573,4.236593610402808,-0.006342925041588954,4.581477493684841,0.79,6,100
6,Jaké jsou základní komponenty ovládacího zařízení reaktoru?,1.0,1,100,0.17217706893601153,4.250903856832636,-0.005318033016070548,5.389382672789163,0.85,7,100
7,Jaké typy experimentálních kanálů jsou na reaktoru k dispozici?,1.0,2,100,0.19566922606060067,4.170351458195157,-0.006130313789991411,5.177582448144766,0.82,9,100
8,Jaké experimentální zařízení slouží ke studiu dynamiky reaktoru?,1.0,4,100,0.1655855676907149,4.1025776834452286,-0.004648098521329577,7.372119710198329,0.77,8,100
9,Jaký je maximální povolený tepelný výkon reaktoru (krátkodobě)?,1.0,2,100,0.2267666491808286,4.139542603605337,-0.006994445991949551,4.692017966005583,0.79,8,100
10,"Jaké jsou základní neutronově-fyzikální charakteristiky reaktoru (hustota toku, doba života neutronů)?",1.0,2,100,0.18872395345178286,4.2230902620076165,-0.00581163265869386,5.060579455481139,0.64,11,100
